review_id,user_id,business_id,stars,useful,funny,cool,text
j-bXt4EJ3gUk6o4QlDaBwg,DCvpWxIiPlgTdcB7gBHvDQ,cZOzUfwPz8ANog-8nWzhRw,5.0,0,0,0,"Bought a deal online for 5 classes.  I have been taking similar classes at a Lexington studio.  Apparently, Jody owns both studios.  These classes are amazing!  They are challenging and go by quickly.  My body has changed drastically, taking this type of pilates once a week for the past couple of months."
HKUR56uLYp9Gy8Ak0F_bKg,va0sQQ798UuFYv4p02pYYQ,zyauuvAYdVweBK4L7wBRmw,2.0,3,1,0,"Waited over 30 minutes for my free birthday pizza on July 29th, 2016 in the afternoon after getting salad and soda. I saw a small cardboard box sitting on an inactive heating tray. I said it must be mine and got it. Angry that no one said my name at all while waiting all that time and left with my full bags."
CkP9x1pgLwGn7xtF4jz6-A,EY4HuZGpGeVrXXVmqk7eEQ,5K6W5eZKzJNImYVxHG7G4g,5.0,0,0,0,"Spectacular, one of a kind restaurant with an elegant, serene atmosphere. They have the best deals during September, as you can order the Magical Dining all you can eat option for about half off the original price. One of my favorite places for exquisitely made steak and simple but delicious desserts."
FiWx7CM_T7vDgJiPVrAs8w,NebOxhf18s16lz-CeBDWZg,yaFOgyvjHfytiBYCs4Q43w,2.0,0,0,0,"I realize this place has good reviews, but I was not at all impressed.  One Dr. there is nice and the other is not so nice.  I was hoping to have the nicer Dr. but kept getting the other one and it was highly frustrating.  It is weird to not have any privacy and be out in the open with other people staring at you.  It seemed that regardless of what the complaint was, the Dr. would do the same exact procedure on everyone.  That can't be right.  If I had a neck complaint, he would do the same song and dance as someone that had a lower-back complaint.  I noticed this and thought it was strange.   I found it unnerving to have to have adjustments done while other people stared at me, but that's the nature of this open environment.  Just not my cup of tea."
kObBQjCwbkmjJq5-wv7Rpg,W2lmOAJRzNTxHzFxgRxHIw,oz882XuZCxajKo64Opgq_Q,3.0,1,0,0,"There are not that many places where you can dig in with your hands and some tools of shellfish distruction around the city.  Although this place is pricy, it brings back a piece of home where my family would sit around and pick at crab legs while we talked for hours.  We've gotten numerous things over the past few times we've been here, but these stand out.  Old Bay Crawfish: 1  1/2 lbs of whole crawfish seasoned w/ old bay. served w/ lemon $9.00 Not as flavorful as Boiling Crab, but still good.  I actually think because it wasn't drowned in spices, you can actually taste the flavor of the crawfish.  Mixed Crab Bowl: 2lb snow crab, 1 lb dungeness crab clusters, and 1 lb king crab legs w/ drawn butter.  (all weights are prior to cooking) $84.00.  This was definitely a splurge. I was a bit hesitant because 4 lbs of crab isn't necessarily a lot and restaurants usually overcharge.  I was pleasantly surprised when the crab that came out was practically all meat.  The crabs were cooked just right, the meat was juicy and warm, and the overall digging in with our bare hands and riping up the crab was just right down our alley.  It took us a bit of time to devoure this feast so by the end legs were starting to get a bit cold.  It was still overpriced, but if I had another celebration to attend at this restaurant I would not hesitate to order this dish again with someone.  I've been there where they have offered us a great catch, a 20lb lobster or whatever giant monstrosity they happen to catch that day.  Never partook in them, but it's interesting to know that you can if you wanted to."
MiCEsLl27ArS3aODBe6qgQ,AwKVtPUHDRjrOegQlipi4Q,2GynEdoTt2S8uem1GyQF5w,1.0,6,4,0,"We made reservations over a week ago for a special occasion, we had heard negative comments but wanted to give the restaurant the benefit of the doubt. We ordered lots of appies and dinner to follow. Dinner was very bland, no taste to the food and there was a lack of quality in the meat. After dinner we ordered desert and tea, while waiting for the desert a waitress told us to leave if we weren't ordering anything else (not knowing we had actually ordered desert). Completely rude and uncalled for specially because we had made reservations a week prior. They lack the skills to run a restaurant and were not prepared for more customers. Very disappointing, will most likely not return. At the end, we went to pay the bill, they had already added 15percent tip to the bill even though the service was extremely bad and they were trying to make us leave quickly so they can give the table to someone else. Be smart and read the reviews, this place is just not worth your time or money."
GL0Wv2ckQli_7WS6i4ihbw,6yz1HtfArKI2RHv0ZkN7Qg,o7isFFb6UVcsR0N8DDJRhQ,5.0,0,0,0,The service we received was absolutely fantastic. Extremely friendly and helpful for my 11yo daughter who is very picky.
0Lic6CPOw7TOq3bGNASj9g,LVhWEqGNnk8VQI1hw_zV0A,HxegWRjhi7m73mXRI8qQIg,4.0,1,0,0,"Oh wow, yum.I went there last night and will definitely go back.  The ingredients taste so fresh and flavorful.  The place is really cute.  My only gripe and the reason for giving it four stars is the waitress service was lacking.  It took quite a while to flag someone down and I finally got one of the bus boys to take my order.  (I was starved!)It seems they have a buffet.  I'll be back to try that one day.  At $13, it's the same price as most of the entrees and a great option for the indecisive like me."
7phEXOkvB4iDsgj8wcGqgw,WujXjjkUfb4N7cH5oXaoiw,VImbIWfxODVsiRHebSQePw,4.0,0,0,0,"I visited the Sam Adams brewery during a trip to Boston in September 2008.  It was much more intimate than I expected, as it is one of the largest breweries in the US.  It turns out that this is the original location, but more of an R&D facility currently.We had to wait around a bit for the next tour, but it wasn't too long.  I was quite surprised to learn that Sam Adams was founded in 1984 (I would have guessed 1884, if those were my two options).  The tastings were good and we even got to sample a couple of new brews they were testing.  I haven't been to Harpoon, so I can't compare, but plan to check it out the next time I'm in Boston."
gAliVTQeqtM8dhObcR9Nrw,_75EA1wYKZWMOaZ5Ee5dKw,sSgiI_GFDQ6lC1fwOO1n5A,2.0,0,0,0,"I went well out of my way to try the sushi here. Upon arriving, I quickly regretted it. The guy preparing sushi behind the counter was sniffing constantly. It was gross and made me concerned that someone sick was preparing my food. Against my better judgement, I ordered the pineapple roll. I was sadly disappointed. It had an unappetizing crunch to it, and it was small for the price.The girl behind the counter was friendly, but not enough to make up for the food or ambience of the place."
5QamnGTYj8rdii6D-3DLsQ,8G7hIURvuVVBc9B_PnPLoQ,rq1fJnPz6cKaowlSuRvWTg,5.0,1,0,1,"I have been to Capital City when my regular mechanic is not available. They have fixed my head lamp, at no charge! turns out it was just unhooked (they said that sometimes happens with these Volvo's) They could have easily charged me for a new bulb, but they didn't. Their great customer service will definitely bring me back. That is what I love about my neighborhood shop. They are honest and friendly and will get the job done fast =-)"
eABAK_Pbwf5jS8iylUuyEg,G7dTuFsvySKrmh-_hdinRg,pNeu6UYHCFj3lTB-rznDgg,1.0,0,0,0,"If I could give this place a negative star rating, I would. After my girlfriend got patted down before walking in, we sat down to have a couple of drinks at the bar. Once we got our drinks, the bartender walked around to the outside of the bar and sat down, not getting up the whole time to check and see if we needed anything, etc. I had to signal her over from across the bar to ask for our check. From there, it went further downhill...My legal name is William, but I everyone usually knows that Bill is short for or a nickname for William...like Joe for Joseph, or Bob for Robert, Dick for Richard, etc. Well, they wouldn't accept my Visa card because my license shows William and my cc shows Bill. In all my years, I have never had an issue of my card getting rejected...and I mean never!! I asked to speak with the manager and offered to even call my credit card company...this guy didn't have a clue, nor did he care one bit. I then pulled out my AMEX, which did have William listed, but the bartender then stated they don't even take AMEX. After all that, I just ended up paying cash, but this was in my mind terrible customer service! The place inside leaves a lot to be desired as well....small, unclean bathroom, etc. I would not recommend this place to anyone...there are much better places to go in that same vicinity."
xB5LfoP0upRRCsoYohDOrA,MlYfgxzaXwLZ2qdsmRhZGg,JdIO0SZKGZPonTuZH8mDXQ,4.0,2,1,1,"I accompanied my husband to Orlando for Cisco Live. We chose the Peabody due to its close proximity to the convention center (the most convenient location) and stayed here from a Sat to a Fri. We arrived extremely early on Saturday and luckily they had an available room for us. I wasn't a fan of the smaller room (and I'd be the one hanging out in it the most) so we upgraded a notch and got a larger room in the Mallard Tower. It was very spacious with a separate seating area and a vanity for me! Yes, the Mallard Tower is the older building, but when we looked to switch to the newer tower due to our a/c not working so well, I didn't like the size/layout of the room. We decided our current room was better. We had another minor glitch in that our fridge was not working, but that was fixed by giving us another working fridge in the room.Should I need to return to Orlando to be near the convention center, I would stay here again. The convenience factor is huge, but the service is what sold me. It was impeccable. Every single person is incredibly accommodating and nice! Really made our hotel stay and minor blips easy to get over. Although I wish the rooms had coffee makers. Another plus are those like me who do not have children. Luckily, there are two pools. The grotto pool is the huge one w/ the waterfall close to the parking structure. The quieter lap pool is also large and catered more towards adults. I loved this area. While the husband was in his classes, I was relaxing by the pool. More hotels need two pool areas like the Peabody. I also got to check out the lovely fitness center (didn't use it), and used the spa twice. Wish the spa was larger with a hot sauna as well as the steam sauna.Peabody also has a few restaurants. I recommend Napa for lunch and dinners. B-Line Grill was gross and Capriccio not very good either. I also recommend self-park. I'm normally a valet girl b/c I'm lazy, but every time we valeted, it was backed up and took forever for our car to come out. The parking structure is conveniently located a short walk from the hotel. It was faster and a bit cheaper to park this way."
CgHyEIY_3YoFbIMBseSJDw,AxrQyWoi8H0Tl9As-qkBAg,ONZTUlSNjP5PkT7_qcEP5A,4.0,3,0,0,Got my tires swapped a few weeks ago a and they were very friendly and nice. Went shopping right after and noticed the tpms light went off and gave them a call and asked about it and they told me to swing by and that they would check it out. Even though they were busy they still were able to check on my car. Very satisfied! Thanks again!
9qLv0etdlIceHG5nJAB-Bg,Q9VUsoZwR7KEKWgUHKfv8w,aM-FPdJicti_TzymjW3Usg,5.0,0,1,1,"Their chile relleno en crema is one of Austin's best meals.  It's also one of the few places in town where you can get real interior Mexican food -- pepian sauces, ancho chile sauces, and deeply rich moles. I'm pretty indifferent to the atmosphere but the food is outstanding."
bZn1a462DLrYCnz8mvrP-g,dosXHsjqPfkbndcqo_nYuQ,ugI9muWVKnskfG98aB2euw,5.0,0,0,1,"Thank you yelp, in the ATL for a day and we were looking for great chicken and waffles.  Took your advice and found the great unassuming little restaurant in a strip center that was absolutely #fantastic.  The Chicken and Bacon Cheddar Waffles was perfect,  perfect moist fried chicken and the waffle was just great.  We also ordered the southern breakfast and again ---- just perfect.  I consider myself a grits snob and these did not disappoint.  Creamy, no clumps and when I cut those fried eggs in, #omg.  #justsayin. On my next trip to Atlanta I will definitely return."
_OE2nDPyfYusIq0BxsLprg,3zgPdZFW4zt_tuBFiGyiJQ,oaaeZ4BvMR9pHXYb5USEEQ,4.0,0,0,0,"This place is for coffee geeks. Coffee was excellent. The selection of snacks/pastries was fairly limited, to a couple of scones and cookies, perhaps because we were there late in the day around 5. Non-coffee drink selection for kids seemed to be limited to hot cocoa. Nice small space though for sitting around having coffee."
usk6dGRLJggWvCJqzhM9iw,TGd5cj6LTJGCY3WbG2MaBg,-1ShItlulHnBsoOQWnblzw,2.0,1,0,0,"I was super excited to finally find a place serving california burritos. This place unfortunately did not really deliver what I was seeking; in all the wrong places.Instead of delicious carne asada it is way too greasy, instead of lots of crunchy fries it is soggy and greasy, way too little guac or pico.I will have to wait until next time Im in SD for the real thing, oh well at least they tried."
jUxBevF5Bu-Mr24NqG3mDQ,zg8ZIToFFVINeUFemG6LFg,Fg1DIY00ZxcyHpf_oh9wBg,3.0,1,6,0,"Where's the kimchi, Taco Box?I'd been wanting to try this bright yellow food truck for some time, especially given its tempting location in a gas station parking lot. I finally gave in on a Friday night, and as I was the only one there I thought it would be the perfect time for somebody to rob me at gunpoint.I got the Spicy Pork Taco Box. It's a huge taco accompanied by lots of noshes including iceberg lettuce in orange dressing, spicy wings, a mystery egg thing and two mystery fried things. The taco was merely OK, the wings set my lips ablaze, and the mystery fried balls in mystery sauce were amazing. Sadly, there was no kimchi.This is a better option than Taco Bell, but hardly a destination."
dVHr6E8MerdTCdS2WjSfYQ,H5AsVncnxN3ZtY_WV3V0zg,0WqROvvlHjvpeHIP0fg9EQ,5.0,0,0,1,"Hit this up with a group of friends and it was awesome.  Good beef, good pork and a pretty solid mushroom burger coming from someone who doesn't usually dig on that hippy nonsense.  The fries are cooked perfectly and they are rocking truffle salt.  Truffle salt!!!  Good call.  Also, I think they make the fries out of Yukon Gold potatoes which is always the way to go.  Can't wait to be back to try out some more bridges."
ak4kFlh7JhXhiZ0cWlRXuQ,P_6grOULGUnBPGpz6FXmLw,1FVy7WjRQ5CUKtrU6k1rPQ,5.0,0,0,0,"Got my hair bleached and dyed for the first time here. I was really nervous at first because I had never bleached my hair before, but the staff were exceptionally helpful and explained all the pros and cons to allow me to make my choice. In the end, I still wanted to dye my hair pearl white. Note that I have black, Korean hair about as dark as it gets. I ended up bleaching my hair three times before dying it and it looks amazing! This was done 2 weeks ago and it surprisingly still looks super good. My hair doesn't feel damaged and I get complements for it all the time. Oh, and the cut? In my books, they are specialists when it comes to asymmetric cuts. I would highly recommend this hair studio and especially Han."
OQ5tRJku8J_6a6Ge3Jmibg,6tA5k5oojz4soYtyhFkiTA,5fAhoG03Qy99lI0v7jGFYg,4.0,0,0,0,"Really great pizza quality and toppings options. The crust is thin, light colored, and soft with dark, charred spots that tastes like it was baked in a very hot oven. The atmosphere is also really nice- our waitress was great as well. The reason for 4 stars, not 5, is because my salad wasn't too great. I just got the house salad and found it really oily and sweet. I also noticed other tables got bread to munch on before their food came, but we didn't get any"
TiQR8_DYjVJyWLGi0AcRTg,rhoLagCyasfNG6QhG9imfA,teRhnzxmGkteQp4VCzh7Cg,3.0,0,0,0,"Stopped in here to try the new Gluten Free bun with a grilled chicken sandwich last Thursday. The GF bun was a little small  and dry and tasted just okay. The bun did crumble apart as I ate my grilled chicken sandwich. This is somewhat typical of GF breads. My fries were lukewarm. The store was clean and service was quick and friendly, so I'll be back to try the GF bun again when I'm in the area."
Q3VnQz7QJXPgFwXeKr3WdQ,k6sddc99p91Oa0Rtqru2Xg,fDdEF4gGLzvnlngrPQD2ug,5.0,1,0,0,"The food here is amazing and well priced. The chef specials are always great. I love the Tom ka and the thai tea is my favorite drink ever. Seriously one of my favorite restaurants ever. A must try place in Louisville. Once you do, you'll keep coming back!"
tbhOx4D3jh9QIp39PNyOnw,GNf9P5sAgeV4YDgvILJjWg,arnbjQR2n0-6-iqdBB_gHw,4.0,0,0,0,"Tiny little bar, but I understand there is an upstairs that has never been open when I have been a patron. I typically frequent bars/restaurants on a Monday night, as I am a chef myself. Hands down, best chicken wings in Boston. Monday they are 25 cent wings, lucky for me it's the day I always go. Meaty and juicy with a handful of different flavors. Also, they have a a 7 dollar coors light pitcher. You tell me where else in Boston you can get that! I'm still looking. My only gripe is that the jukebox has been out of service for the past 6 months since I discovered this joint. All in all, it's a nice little bar nestled on cobblestone streets between TD Banknorth Arena and the Italian North End. Definately worth checking out if you're in the area and looking for a snack and some cheap beer."
ROxjsa-eP7ISgaRS9wnqLA,8lWocdRqw4PL-tmbfEY73g,5Y2dnwKHfQpYnASMN75Iog,4.0,1,0,1,"The server told us they won the Best New Downtown Restaurant Of 2017. Some delicious, gourmet-portion dishes. Their hospitality was disappointing as we made reservations the night before for 8pm on a Tuesday and when we arrived the female server said our table wasn't ready and if we left and came back in 20 minutes she'd be able to push 2 small tables for our group of 4. She didn't seem apologetic at all.A male staff member then handled a group of 5 Caucasians that were behind us in line. The one guy in the group said he had called in reservations about an hour ago. They got seated right away at a table right in front of us. Wondered why we didn't get that table.We discussed the server's demeanor and whether to go elsewhere.The server said they would call us once a table was free so we left for drinks at Yagger. We went back to Cinara and there were several tables available, yet no one had called us back.In terms of food, standouts were the $8 Chicken Liver Parfait with cornichon, capers & garlic scapes, $17 Albacore Tuna Charred Broccoli, Black Olives & Smoked Tonnato, and $16 Beets, Foie Gras, Sunflower, Espelette & Red Wine Reduction.$33 Beef Short Rib, Farro, Toffee Shallots, Fiddleheads & Black garlic were a 4/5.$23 Duck and Anchovy Ragu, Lemon and Parsley was good.$4 House Bread and Butter, $19 Mixed Salami Plate and $23 Tagliatelle, Bolognese was okay but no different than anywhere else.$24 Nettle Risotto, Pecorino & Shaved Almonds was a 3 out of 5.Again, some tasty dishes but tiny portions. The noise was also slightly too loud to the point that you'd have to ask your neighbor to repeat themselves. We still had a great time despite the reservation issue and unthoughtful service. There were 2 dishes the server cleared without asking if we were done. They only had a bite or two on there but these are gourmet portions girl! That's like a third of the dish! Bill for 4 people that were still hungry after was $292.50 before tip."
4PxMkBWCypBwESVtUz59sg,JF5iLrBo4C4Rq9FXsow4tg,txYzBvaMdxK9cGIOdPIjag,5.0,1,0,0,"My favorite place now in Beverly for casual dining.  The food is plentiful, attractively priced, and damn good. Surprisingly varied menu. The ambiance isn't overly sophisticated but is quite acceptable. This place usually is not overcrowded: on some nights, though, there is live entertainment, so if you don't easily handle noise/increased din, get out by 9:00pm.Full bar and full wait staff service.  Turnaround time for food orders is not too long.  Way above-average pub experience.  Great value, friendly staff."
TkDmH0V7_BQ7BhWXwe1CnA,asqT0AOkwLOav0RycAII_A,o3EOOa-Rt--zHmC9RxqiPw,5.0,0,0,0,What an awesome cool place!!!! Best grilled cheese ever. Had the crisp buffalo and my husband had the  melt. It's whim delight and nostalgia on a plate... must come!!!
dVq6bkCqpc1H6oFDaVPT5g,FrFS51RuRpRG1CxHHrv8Fw,geqpfK2WO6uHJCDpNofURA,5.0,0,0,0,Rigatone and Steak.  That's all I have to say!!!! This place has some of the best food I've tasted in Boston!
MxO1Xd4wQY2zYG3ZfqXCbA,20VTx5k0xMFPLZ_WCf05qg,KEfjH-T30yTvXssJLjcrlA,1.0,0,0,0,"Never again !!!Found a dead bug in a dish from the buffet!!When I showed it to the staff, the response was just a sheepish grin, no apology or anything.They just don't care for the quality or health of customers."
CWB4XXYujQwexw8dLklQug,wTx-w4lTflFIFCB-DapXfw,5oq_n-rGK_MzIyrAWmMY1w,4.0,1,0,1,"Delicious low key spot. Enjoyed sat brunch. Had hash with egg, black cod fishermans stew abd orrechiette- all tasty. Sangria was a little bitter and served withiut fruit. Friendly service and cute atmosphere. Single bathroom so plan to wait. Would like to try for dinner since lunch is brunch menu."
MbiybGXNC6sR2uCGVri5mw,xwaKCTqDHsXfcpTQSEuokA,BPjM_vXiMSG8pin8CgCgOQ,5.0,0,0,0,This is hands down my favorite pizza place in central Florida. After a recent trip to NYC I can vouch that A Touch of Basil is just as delicious and any of the shops I tried while there. Love it!
jHMlb4ZesOwjhTLYUjpSbw,Qu5pXgChvkxME3uCGQgOAw,cTvd8p0R3qgmzobsSIY-cQ,3.0,0,0,0,"Well if you are looking for a quiet dinner where you can talk to your family this is not the place for you. There is a party atmosphere is the restaurant in the evening. A DJ, dancers, and music fill the room with all kinds of eye candy that is lots of fun but in some ways takes away from your dining experience. While it is fun to get people dancing on table tops and throw cocktail napkins in the air at any given moment, getting your food on time is not as easy as it seems. After seating, it took nearly ten minutes to get an order of drinks. Another ten-fifteen minutes to get our order of food in and the time between seeing our waiter kept adding up. The food was good however, was not plentiful. A steak kabob wasn't on a skewer and only came with one grouping of meat/vegetables. Bottom line, if you want to drink and have a good time at a bar type place the. Head here in the evening for appetizers and cocktails but if you are looking for a good dinner and conversation go someplace else."
13Vpn0K4FAdJPJeLDC_k4g,XUBnDTrfeVxdxnlNaKpCug,dvCv7QvAmLq1PSNJbJWSHQ,5.0,0,0,0,"They're pizza is great, authentic thin crust with fresh toppings.  They should be charging more then $2 a slice. Plus the staff is really nice."
DehlQMG-NDClhO4knUfOyA,qAxrEq0rnJ8s5XwPklwv6Q,8tCfXqP2YIUNPQP5EjSrBw,5.0,0,0,0,"I am in love with this store!! Dropped in for a quick ring size and Joe was very courteous and designs some amazing pieces. I'm planning on going back with some stones and see what kind of explosion of creative genius can happen.Also... If you need custom yard art, this is certainly a place to check out as well!!"
6SZxZe2je2MG13fAulC1zw,nkN_do3fJ9xekchVC-v68A,0Ov-g-4eTOTSgVDBfLPvBQ,4.0,1,1,0,Hair snobs unite! This is the best place I know of in Harvard Square.
W8-SCuymNLVNzc5HKG2gSQ,gGu2qEGcWr4Sw7PLovrR4Q,dSnKqXdlxhuQitG1nPHdmw,3.0,0,1,0,"I'm on the fence with Teela Taqueria.  I've eaten in once and had take-out once.  Dining in one afternoon at 4pm I decided to sit at the bar with (as my lady friends put it) the Spanish version of Fabio.  He was nice, albeit rather slow and seemed to be new at his job.  I'll start by saying how cool it is that you can order off of Teela's menu, or from their neighboring sister restaurant, Tin Can Fish House and Oyster Bar.I opened with the calamari, which was crappy.  It was only half breaded, undercooked, and kind of soggy.  The squid was served on cheap plastic trays (are we in a food court or something?) and both tartar sauce and cocktail sauce tasted like they came out of a can.  It's not hard to make either of those in house, I do at my own restaurant.  A note on service: the calamari came out a good 20 minutes after I ordered it (usually takes 90 seconds in the fryer) but my tacos were prepared in a matter of minutes.  That's not a good way to stagger a multi-course  meal, especially with only a dozen customers present.The tacos were another story.  I had the Pork Carnitas with Corn and Pepper Pico de Gallo, Onions, and Cilantro.  The meat was tender and juicy, but a little too fatty.  The tacos are loaded, and the corn pico/onions/cilantro was a killer topping.  My next taco was amazing: Chorizo Stuffed Dates with Bacon Bits and Feta.  The sausage was authentic and mildly spicy, which balanced out the sweet fruitiness of the dates.  And bacon bits?  Ahem, more like bacon STRIPS.  Like 6 of them.  Crispy, meaty goodness.  There was a huge amount of feta, too much actually, but I just pulled some off.Unfortunately, a week later my friend brought me a Chorizo taco that was decent at best.  The proportion of meat and toppings was way off, my bacon strips turned into bits, and something just tasted wrong.  I also had their Brisket taco, whose meat was tender and tasty but the toppings/condiments didn't add up.  Yes, I'll be back to try more tacos, maybe some beers after work.  And if you like oysters I overheard the woman next to me talk about $0.25 oysters available one day of the week (Tuesday, perhaps?)."
pC81Jv0lI31xtUlRFPFpdw,3fPv-bXD1TTO2YPSQsa70g,BrYLrD5JNe2pKvz7Pqldrw,2.0,0,0,0,We liked it when we went for dinner. So we went for buffet. Not much choice for vegetarians. Biryani has gone bad and not so good curries for naans. So we could not have biryaniz and breadz even though buffet was very expensive!
jSDTkTWUqN6QpUwlBiI_FA,jLThyn-qHGnp2dEHqzGbDQ,jhbc4IHFDdxqY7qd1zpAIw,5.0,3,0,2,"We stayed at the Burlington Marriott and ate at Summer Winter for dinner. I had the filet mignon and my husband had the lobster mac n cheese. We left so completely full and satisfied it was ridiculous. That was THEE best filet mignon I have ever had, hands down. It was seasoned perfectly, and cooked exactly at med rare as I requested. My husband raved about his mac n cheese, noting that they used a very tasty white cheese and the lobster was a large piece (1/2 a lobster tail I believe) and very tender. It was a pricey dinner with drinks, but well worth it!!"
IsKqmtj5WzbZ04jw__RVUw,OTmOGjzIXXW0XUJIs_E9vw,p3QUmEM3oz4KITABtNAfYw,4.0,0,0,0,"The entrees at Sakura can be hit or miss, but the appetizers and sushi are consistently good. If you like spicy food, the fire on fish maki is great. The egg rolls may be my wife's favorite appetizer in Wakefield.As a bonus, the delivery is unreasonably fast, so this is a great option if you are too hungry to wait."
Seg_dFOuoqwwjVAzc7hMwA,BawRfuM__ow000IOPEC4AQ,x381VbHu4cUVKvos_SKKhQ,5.0,0,0,1,This place is excellent and I'm glad we have it so close by in Clintonville. I have only been once so far. I had the thinly sliced flank steak w/garlic and general tso's. Both dishes were the best I have had. Very fresh with a lot of veggies. I will definitely be back for more and to try the sushi and Thai dishes they offer.
q_RWvih_rbVpStAL52SS-g,71eef6Txk4ZH9IcFFg6BhQ,AERF2lPN4HJ6RXwwBP1-Ow,1.0,1,0,0,Super slow service...don't go here for lunch if you're on a timed break!
HNbncRziSj964j7SUJDI0g,nrdXR03BP8SQdX0mdYF_hw,7CXy5h3u_aWsK9qov6B4rg,5.0,0,0,0,"Great HH and reverse HH everyday, and all day on Sundays (includes select sushi, appetizers, and sake). Sushi is high quality, recommend lobster roll appetizer, crazy roll, spicy yellowtail, and tuna. Seaweed salad and miso soup are cheap and tasty too."
iL0MzMV9GKdzt6iAhI6faA,p1rPMa2cTkszq8I6afSi2g,BnKIn8khQmhKxPVRxLNOHA,5.0,0,1,0,"Always a profound experience. The JFK100 exhibition was extraordinary. It included the speech he was to give on November 22, 1963 in Dallas as well as a portrait painted posthumously over what was initially an image of his brother Senator Edward M Kennedy.The building itself is an outstanding example of architectural excellence."
g2oSrMCbC_iMmdZA_HE_DA,ThgKiBoWge4fQE-Icb7caQ,AHsLqoCde8FD6bO_QouXOQ,4.0,2,0,0,"Animal Kingdom Lodge is a big beautiful hotel on the Disney property.  The staff was all super friendly and helpful, the rooms clean and comfortable, and the view of giraffes, zebras, and other exotic wildlife cannot be beat.  Jiko is maybe the best restaurant in disney world, and Boma had a great breakfast.  While Victoria Falls was great to grab a drink at.The one problem I really have here is that it is a bit far from all the parks, except Animal Kingdom.  I have stayed here twice and enjoyed it both time very much, but I think my wife and I will try a different resort on our next trip."
I5QPQXPWXYS9YY1Ue7oNBQ,gli10NFiDTf4vhTlpgxfFg,Bzr_UttqAk7sBb3TIn6Apw,1.0,5,0,0,These people are extremely cheap and didn't deliver what I ordered via Teleflora. Consider me an experienced buyer who only wants the best for the people I send flowers too & I will never order from here nor Teleflora again.
PScUKr6fXT1WoEnjTCUK_w,pfuFeK04BibazuXuhgrBvA,gcAXWYT_yoJCE5cAAeaHxQ,4.0,3,0,0,"I'll start off by saying that four stars here is generous. But it is for two simple reasons, the view is absolutely gorgeous and the ambiance is far above that of the Oasis. If you want a sunset dinner or cocktails overlooking the lake, Soleil gets four stars.Now for the bad news. The food is only three stars. The menu sounds great with trendy options that would compete downtown. Unfortunately, what is delivered to the table falls a little short. I am normally very good at picking out flavors and appreciating unusual combinations, but there is a sweetness to many of the savory dishes that I can't place and just doesn't seem to belong. Sweet caesar salad? Sweetened bell peppers with hangar steak? Even sweet fingerling potatoes. It is not overwhelming by any means but just enough to leave my taste buds confused and off-balance.With that said, the views and ambiance really are fantastic! Perfect choice for cocktails at sunset, and makes for a great date night."
9HY0EVGDWt7FA-UFlClDJA,0VYzR15p6G18-2_KCsvuEw,Un6u2cECyV4nZb_HGZ-uTA,5.0,3,2,2,"Service here is spectacular! Our family ate dinner here after an unsuccessful attempt to dine at Gracias Madre (their staff was out on a beach vacation...I WANT IN!). We were kind of bummed, but Tin Shed really brought our spirits up with their kindness, home-styled foods, and rustic vibes.It was a cold night, and we were that annoying tourist family that requested to sit by the fireplace outdoors. They didn't have any indoor spots available. I loved the space. Our super sweet host told us that blankets were available should we need them--that's quality service in the ears of Californians. Our server was a tall down-to-earth boy who checked on us at the right times. We enjoyed some pints of local beer and literally licked clean all of our plates. Their food is veggie-friendly and there are options for everyone from burgers to salads. Tin Shed is also dog-friendly in the patio (and they offer dog desserts too!) and such a comfort-feel space. This place is a great place for family night or even for a chill date."
1-D1aSJyYV_5H6zHJxT5PQ,edCPA-6lvh5wqclDBZPggQ,8HHlsZ1x55EBhi7jrdBgYg,4.0,0,0,0,"After having all the usual stuff we eat on vacations (chicken tenders, burgers, pizza, etc) this was a refreshing meal.  The food was good, not out of this world good but good.  Their version of chicken tikka masala needs some help but what do you expect when it is not an Indian restaurant.  The dumplings were amazing as well as the other more traditional Asian dishes.  The service was Disney quality.  Our son had fallen asleep just a minute before we got to the restaurant.  Instead of inconveniencing us by having us take him out of the stroller, they switched our tables so that we can leave him in the stroller and have him resting tableside while we enjoyed our meal."
DLmZ-hwa9JOTV-Pt2fyp7g,FmhiDNjIuHrF5wDjnwmdeQ,HvqNINVvpCc7h3Gf8YnecA,4.0,0,0,0,We all loved the pizza. Wonderful flavor. Nice crust. The fettuccine Alfredo had way too much garlic for our liking (lots of chopped up garlic pieces!)  More than I had ever seen in a fettuccine Alfredo.  Won't order that again. Otherwise the portion size was nice. Too bad I threw most of it away.
